invoice_id	client_name	engagement_type	description	invoice_date	currency	amount	payment_status	payment_date	notes
FD-1083	Duka Moja Retail Group	Retainer	Monthly QA and bug-fix retainer	3/11/2025	KES	115597	Paid	3/16/2025	
FD-1200	Sokoni Wholesale	Fixed-Price Project	Custom CRM build	5/15/2025	KES	1499161	PAID	6/2/2025	
FD-1153	Wema Sacco	Fixed-Price Project	Booking system integration	4/23/2025	KES	271629	paid	5/23/2025	
FD-1152	legit auto parts	Fixed-Price Project	API integration - payments	5/10/2025	KES	1311981	PAID	5/26/2025	
FD-1023	highland coffee roasters	Fixed-Price Project	Mobile app - Android build	1/24/2025	KES	675723	PAID	2/20/2025	
FD-1141	Uzima Wellness Center	Fixed-Price Project	Data migration project	2/15/2025	KES	1496904	paid	4/30/2025	
FD-1090	Barabara Logistics	Retainer	Monthly maintenance retainer	1/24/2025	KES	79451	Paid	2/12/2025	
FD-1240		Retainer	Customer portal MVP	3/27/2025	KES	208957	Paid		
FD-1006	KAZIWATCH HR SOLUTIONS	Retainer	Ongoing support retainer	6/12/2025	KES	97819	Paid	7/16/2025	
FD-1026	Amka Fitness Studios	Fixed-Price Project	Inventory management system	1/15/2025	KES	1244993	Pending		
FD-1104	Faida Microfinance	Retainer	Monthly feature development	5/28/2025	KES	88780	paid	7/17/2025	
FD-1131	tandaa media house	Retainer	Monthly feature development	3/29/2025	KES	70631	PAID	6/9/2025	
FD-1236	TEST - DO NOT USE	Retainer	Test invoice - staging	6/15/2025	KES	1	Paid	4/26/2025	test
FD-1142	Uzima Wellness Center	Retainer	Ongoing support retainer	6/10/2025	KES	91436	PAID	8/5/2025	
FD-1114	  Kesho Renewable Energy	Retainer	Infrastructure management retainer	6/17/2025	KES	62978	PAID	6/21/2025	
FD-1110	Jenga Construction Ltd  	Retainer	Monthly QA and bug-fix retainer	1/4/2025	KES	84663	PAID	2/6/2025	
FD-1047	fasta deliveries	Fixed-Price Project	Internal HR tool development	6/18/2025	KES	357829	paid	30/07/2025	
FD-1022	BIDII LOGISTICS	Retainer	Infrastructure management retainer	2/16/2025	KES	86509	Paid	4/13/2025	
FD-1067	Tumaini Schools Group  	Fixed-Price Project	Customer portal MVP	3/13/2025	KES	1125400	paid	4/30/2025	
FD-1052	Kesho Renewable Energy	Fixed-Price Project	Internal HR tool development	5/2/2025	KES	1123864	paid	6/6/2025	
FD-1138	Mazao Agritech  	Retainer	Monthly maintenance retainer	1/23/2025	KES	107240	paid	3/15/2025	
FD-1250	Safari Trails Tours  	Fixed-Price Project	Booking system integration	5/26/2025	KES		Pending		amount TBC - awaiting scope sign-off
FD-1227	BORA BITES CATERING	Fixed-Price Project	Custom CRM build	9/1/2025	KES	1059211	Paid	2/8/2025	
FD-1157	Rafiki Insurance Brokers  	Fixed-Price Project	Customer portal MVP	4/22/2025	KES	372337	PAID	4/25/2025	
FD-1002	barabara logistics	Retainer	Monthly QA and bug-fix retainer	2/26/2025	KES	108878	Paid	3/18/2025	
FD-1046	Safari Trails Tours	Retainer	Monthly feature development	5/29/2025	KES	129516	PAID	6/25/2025	
FD-1054	mkulima fresh produce	Retainer	Ongoing support retainer	6/27/2025	KES	70028	PAID	8/8/2025	
FD-1184	Jenga Construction Ltd	Fixed-Price Project	Mobile app - Android build	6/1/2025	KES	1397703	paid	7/14/2025	
FD-1162	Zawadi Retailers	Retainer	Infrastructure management retainer	3/3/2025	KES	124798	paid	3/13/2025	
FD-1199	Highrise Property Managers	Fixed-Price Project	Internal HR tool development	6/2/2025	KES	1175287	PENDING		
FD-1255	AMKA FITNESS STUDIOS	Fixed-Price Project	Corporate website rebuild	1/2/2025	KES	532424	VOID		project cancelled before delivery
FD-1262	Kaziwatch HR Solutions  	Retainer	International client - remote engagement	1/21/2025	USD	3856	Pending		
FD-1078	faida microfinance	Retainer	Monthly QA and bug-fix retainer	3/20/2025	KES	124531	paid	4/1/2025	
FD-1137	Uzima Wellness Center	Retainer	Infrastructure management retainer	3/16/2025	KES	65096	PAID	4/6/2025	
FD-1042	LEGIT AUTO PARTS	Retainer	Monthly QA and bug-fix retainer	4/22/2025	KES	129457	paid	5/16/2025	
FD-1037	Tandaa Media House  	Fixed-Price Project	Mobile app - Android build	3/2/2025	KES	520790	Pending		
FD-1126	  Legit Auto Parts	Fixed-Price Project	Custom CRM build	5/23/2025	KES	305789	pending		
FD-1151	Safari Trails Tours	Retainer	Ongoing support retainer	5/5/2025	KES	75166	PENDING		
FD-1043	Amka Fitness Studios	Fixed-Price Project	Inventory management system	4/4/2025	KES	1084496	pending		
FD-1194	Green Acre Farms Co-op	Retainer	Monthly QA and bug-fix retainer	5/21/2025	KES	86663	Paid	6/6/2025	
FD-1095	Green Acre Farms Co-op	Retainer	Ongoing support retainer	6/19/2025	KES	135461	Paid	7/5/2025	
FD-1221	Rafiki Insurance Brokers  	Fixed-Price Project	API integration - payments	4/27/2025	KES	456707	paid	5/4/2025	
FD-1192	Sokoni Wholesale  	Retainer	Monthly maintenance retainer	3/15/2025	KES	120345	Unpaid		
FD-1182	Bidii Logistics	Retainer	Monthly feature development	2/12/2025	KES	71229	PENDING		
FD-1116	highrise property managers	Retainer	Ongoing support retainer	1/24/2025	KES	136870	paid	26/01/2025	
FD-1237	asdf test	Fixed-Price Project	Test invoice - staging	5/18/2025	KES	100	Paid	2/18/2025	test
FD-1133	BORA BITES CATERING	Fixed-Price Project	Inventory management system	3/30/2025	KES	1081594	paid	6/13/2025	
FD-1139	Fasta Deliveries	Retainer	Ongoing support retainer	2/26/2025	KES	93655	paid	3/12/2025	
FD-1015	Tumaini Schools Group	Fixed-Price Project	Data migration project	6/3/2025	KES	859804	PAID	7/12/2025	
FD-1167	  Kaziwatch HR Solutions	Fixed-Price Project	Internal HR tool development	6/15/2025	KES	580772	Paid	7/27/2025	
FD-1203	chapa sasa payments	Fixed-Price Project	E-commerce storefront launch	4/28/2025	KES	1298048	paid	5/31/2025	
FD-1174	jenga construction ltd	Fixed-Price Project	Booking system integration	16/05/2025	KES	949549	PAID	6/16/2025	
